No,Product_name,Company,Ai
16435,BORDO COOP,"INDUSTRIAS QUIMICAS DEL VALLES, S.A.",SULFATO CUPROCALCICO 20% (EXPR. EN CU) [WP] P/P
16436,COBRELINE,"INDUSTRIAS QUIMICAS DEL VALLES, S.A.",OXICLORURO DE COBRE 50% (EXPR. EN CU) [WP] P/P
16471,METAM SODIO-50,TAMINCO BVBA,METAM SODIO 50% (ANHIDRO) [SL] P/V
16548,METAM SODIO-40,TAMINCO BVBA,METAM SODIO 40% (ANHIDRO) [SL] P/V
16565,HERBOLEX 360,"ADAMA AGRICULTURE ESPAÑA, S.A.",GLIFOSATO 36% (SAL ISOPROPILAMINA) [SL] P/V
16586,RIOZEB WP,"FMC Agricultural Solutions, S.A.U.",MANCOZEB 80% [WP] P/P
16587,RIOZEB COBRE,"INDUSTRIAS QUIMICAS DEL VALLES, S.A.",MANCOZEB 8% + SULFATO CUPROCALCICO 20% (EXPR. EN CU) [WP] P/P
16633,TOPAS 10 EC,"SYNGENTA ESPAÑA, S.A.",PENCONAZOL 10% [EC] P/V
16636,FONCAR 80 PM,"ADAMA AGRICULTURE ESPAÑA, S.A.",MANCOZEB 80% [WP] P/P
16647,DEVRINOL 45-F,UPL EUROPE LTD. (UK),NAPROPAMIDA 45% [SC] P/V
16660,MOGIOL,"COMERCIAL QUÍMICA MASSÓ, S.A.",MOJANTE NO IONICO 20% [SL] P/V
16675,RAISAN K-50,"LAINCO, S.A.",METAM POTASIO 50% (ANHIDRO) [SL] P/V
16678,CURZATE-M,"DU PONT IBERICA, S.L.",CIMOXANILO 4% + MANCOZEB 40% [WP] P/P
16681,MICENE-L,"SIPCAM INAGRA, S.A.",MANCOZEB 80% [WP] P/P
16714,DORADO P,"SYNGENTA ESPAÑA, S.A.",PENCONAZOL 10% [EC] P/V
16741,ERTURON,"FMC Agricultural Solutions, S.A.U.",CLORTOLURON 50% [SC] P/V
16781,NOVEN P,"KENOGARD, S.A.","PIRETRINAS 0,2% (EXTRACTO DE PELITRE) [DP] P/P"
16784,VERTIMEC,"SYNGENTA ESPAÑA, S.A.","ABAMECTINA 1,8% [EC] P/V"
16786,K-OBIOL ULV6,"BAYER CROPSCIENCE, S.L.","DELTAMETRIN 0,6% ( ) [UL] P/V"
16844,PRIMMASIM,"NUFARM ESPAÑA, S.A.",MCPA 40% (SAL POTÁSICA) [SL] P/V
16853,CERCOBIN 50 SC,CERTIS EUROPE B.V. Sucursal en España,METIL TIOFANATO 50% [SC] P/V
16855,IMPACT,"FMC Agricultural Solutions, S.A.U.","FLUTRIAFOL 12,5% [SC] P/V"
16872,MICROCROPS FLOW,"FIELD PROTECTION, S.L.",AZUFRE 80% [SC] P/V
16884,AZUFRIL MICRO,"TRADE CORPORATION INTERNATIONAL, S.A.U.",AZUFRE 80% [WP] P/P
16896,NURELLE-10,ARYSTA LIFESCIENCE BENELUX Sprl.,CIPERMETRIN 10% [EC] P/V
16908,BUTISAN S,BASF ESPAÑOLA S.L.U.,METAZACLORO 50% [SC] P/V
16931,MACUPRAX,"COMERCIAL QUÍMICA MASSÓ, S.A.",MANCOZEB 80% [WP] P/P
16948,ROUNDUP ULTRA PLUS,"MONSANTO AGRICULTURA ESPAÑA, S.L.U.",GLIFOSATO 36% (SAL POTÁSICA) [SL] P/V
16979,PHOSTOXIN-MG BOLAS,DETIA FREYBERG GMBH,FOSFURO DE MAGNESIO 66% (3 G/TABLETA) [FT] P/P
17021,MCW-8927,"ADAMA AGRICULTURE ESPAÑA, S.A.",CLOFENTEZIN 50% [SC] P/V
17031,THIORMON-10,AIFAR AGROCHIMICA S.R.L.,ACIDO GIBERELICO 10% (1 G/TABLETA) [ST] P/P
17040,FOSDAN 20-E,GOWAN CROP PROTECTION LTD.,FOSMET 20% [EC] P/V
17041,FOSDAN 50 PM,GOWAN CROP PROTECTION LTD.,FOSMET 50% [WP] P/P
17051,CLORTOSIP 50 SC,"SIPCAM INAGRA, S.A.",CLORTALONIL 50% [SC] P/V
17091,LAMDEX EXTRA,"ADAMA AGRICULTURE ESPAÑA, S.A.","LAMBDA CIHALOTRIN 2,5% [WG] P/P"
17100,SHERPA 100 EC,SBM DÉVELOPPEMENT S.A.S. (Marseille),CIPERMETRIN 10% [EC] P/V
17118,ATILA,"INDUSTRIAS AFRASA, S.A.",GLIFOSATO 36% (SAL ISOPROPILAMINA) [SL] P/V
17131,CUPERTINE FOLPET,"IQV AGRO ESPAÑA, S.L.",FOLPET 10% + SULFATO CUPROCALCICO 20% (EXPR. EN CU ) [WP] P/P
17133,BUCTRIL,"BAYER CROPSCIENCE, S.L.","BROMOXINIL 22,5% (ESTER OCTANÓICO) [EC] P/V"
17158,AZUPEC FLOW,ASCENZA PRODUCTOS PARA AGRICULTURA S.A.U.,AZUFRE 80% [SC] P/V
17195,CEKUOIL-V83,"UPL IBERIA, S.A.",ACEITE DE PARAFINA 79% [EC] P/V
17196,CEKU-HUMECTANTE,"UPL IBERIA, S.A.",MOJANTE NO IONICO 20% [SL] P/V
17200,FOLPLAN,"TRADE CORPORATION INTERNATIONAL, S.A.U.",FOLPET 50% [WP] P/P
17223,CALDO BORDELES RSR,"UPL IBERIA, S.A.",SULFATO CUPROCALCICO 20% (EXPR. EN CU) [WP] P/P
17226,MCPA 40 K SAL,"NUFARM ESPAÑA, S.A.",MCPA 40% (SAL POTÁSICA) [SL] P/V
17232,U-46 DMA FLUID,"NUFARM ESPAÑA, S.A.",MCPA 50% (SAL DIMETILAMINA) [SL] P/V
17283,WATERWAX TTT/2I,FOMESA FRUITECH S.L.,"IMAZALIL 0,2% + Tiabendazol 0,5% [EW] P/V"
17290,CLOROCARB-L,"ADAMA AGRICULTURE ESPAÑA, S.A.","CAPTAN 47,5% [SC] P/V"
17337,INSEGAR,"SYNGENTA ESPAÑA, S.A.",FENOXICARB 25% [WG] P/P
17354,UROTAN,"ADAMA AGRICULTURE ESPAÑA, S.A.",CLORTOLURON 50% [SC] P/V
17410,ROUNDUP XXI,"MONSANTO AGRICULTURA ESPAÑA, S.L.U.",GLIFOSATO 36% (SAL ISOPROPILAMINA) [UL] P/V
17457,CUPRAVER 38,NUTESCA S.L. (Jaen),OXICLORURO DE COBRE 38% (EXPR. EN CU) [SC] P/V
17488,DURSBAN PROACTIVE,"DOW AGROSCIENCES IBERICA, S.A.",CLORPIRIFOS 48% [EC] P/V
17502,LEBRON,"ADAMA AGRICULTURE ESPAÑA, S.A.","TEFLUTRIN 0,5% [GR] P/P"
17547,SPORGON,BASF ESPAÑOLA S.L.U.,PROCLORAZ 46% [WP] P/P
17561,PISON,"ADAMA AGRICULTURE ESPAÑA, S.A.",CLORPIRIFOS 5% [GR] P/P
17571,ROYAL MH-30,ARYSTA LIFESCIENCE REGISTRATIONS GREAT BRITAIN LTD.,"HIDRAZIDA MALEICA 18,65% [SL] P/V"
17682,FECUNDAL 500 EC,JANSSEN PMP N.V.,IMAZALIL 50% [EC] P/V
17705,ETIFIX,"NUFARM ESPAÑA, S.A.",ANA 1% [SP] P/P
17795,MOCAP NEW 10G,AMVAC C.V.,ETOPROFOS 10% [GR] P/P
17817,CYPERPLAN 10 EC,SBM DÉVELOPPEMENT S.A.S. (Marseille),CIPERMETRIN 10% [EC] P/V
17822,PRIMMA BX,"FMC Agricultural Solutions, S.A.U.","BROMOXINIL 15,12% (OCTANOATO) + MCPA 30% (ESTER ISOCTÍLICO) [EC] P/V"
17832,TRIGARD 75 WP,"SYNGENTA ESPAÑA, S.A.",CIROMAZINA 75% [WP] P/P
17845,KERB FLO,"DOW AGROSCIENCES IBERICA, S.A.",PROPIZAMIDA 40% [SC] P/V
17856,STARANE-20,"DOW AGROSCIENCES IBERICA, S.A.",FLUROXIPIR 20% [EC] P/V
17894,COTERAN-FW,"ADAMA AGRICULTURE ESPAÑA, S.A.",FLUOMETURON 50% [SC] P/V
17992,FULMINAL-12,PROBELTE S.A.U.,"MICLOBUTANIL 12,5% [EC] P/V"
18022,TRI-BASE FLOW,"NUFARM ESPAÑA, S.A.",SULFATO TRIBASICO DE COBRE 19% (EXPR. EN CU) [SC] P/V
18025,KONTAR,SBM DÉVELOPPEMENT S.A.S. (Marseille),CIPERMETRIN 10% [EC] P/V
18059,SALVATOR,"BAYER CROPSCIENCE, S.L.",METIL TIOFANATO 50% [SC] P/V
18063,RIZOLEX 10-D,"KENOGARD, S.A.",METIL TOLCLOFOS 10% [DS] P/P
18087,AUROS,"SYNGENTA ESPAÑA, S.A.",PROSULFOCARB 80% [EC] P/V
18099,SPASOR PLUS N,"MONSANTO AGRICULTURA ESPAÑA, S.L.U.",GLIFOSATO 36% (SAL ISOPROPILAMINA) [SL] P/V
18102,IMIDAN LE,GOWAN CROP PROTECTION LTD.,FOSMET 20% [EC] P/V
18103,IMIDAN WP,GOWAN CROP PROTECTION LTD.,FOSMET 50% [WP] P/P
18135,"FECUNDAL S-7,5",JANSSEN PMP N.V.,"IMAZALIL 7,5% (SULFATO) [SL] P/V"
18173,ORTHO PHALTAN FLOW,"ADAMA AGRICULTURE ESPAÑA, S.A.",FOLPET 50% [SC] P/V
18188,CAPTERAN FLOW,"ADAMA AGRICULTURE ESPAÑA, S.A.","CAPTAN 47,5% [SC] P/V"
18195,ANTIESPUMANTE LAINCO,"LAINCO, S.A.",POLIXILOSANO DIMETILICO 35% [EC] P/V
18196,VONDOZEB-D 80 PM,"UPL IBERIA, S.A.",MANCOZEB 80% [WP] P/P
18210,PROMALIN,"KENOGARD, S.A.","6-BENZILADENINA 1,9% + GIBERELINAS A4/A7 1,9% [SL] P/V"
18216,SUMICIDIN SUPRA,SUMITOMO CHEMICAL AGRO EUROPE S.A.S.,"ESFENVALERATO 2,5% [EC] P/V"
18220,LONDAX 6O DF,"UPL IBERIA, S.A.",BENSULFURON-METIL 60% [WG] P/P
18234,BARRENEX,"KENOGARD, S.A.","BACILLUS THURINGIENSIS KURSTAKI (CEPA ABTS-351, 640 g/kg) 64 % (32 millones de CLU/g) [WP] P/P"
18238,TEMPO FLOW,"ADAMA AGRICULTURE ESPAÑA, S.A.",FOLPET 50% [SC] P/V
18258,GALERY,"DOW AGROSCIENCES IBERICA, S.A.","Isoxaben 12,5% [SC] P/V"
18285,"SUMIPOWER 2,5 EC","KENOGARD, S.A.","ESFENVALERATO 2,5% [EC] P/V"
18315,SULFAPRON-L,PROBELTE S.A.U.,AZUFRE 72% [SC] P/V
18316,CIBELTE 10 LE,ARYSTA LIFESCIENCE BENELUX Sprl.,CIPERMETRIN 10% [EC] P/V
18332,DITHANE DG-NEOTEC,INDOFIL INDUSTRIES (NETHERLANDS) B.V.,MANCOZEB 75% [WG] P/P
18333,CEPSUL 90,"CEPSA (CIA. ESPAÑOLA PETROLEOS), S.A.",AZUFRE 90% [DP] P/P
18334,AZUFEGA OXIDANTE,"PRODUCTOS A.J.F., S.L.",AZUFRE 80% [DP] P/P
18335,CEPSUL 80,"CEPSA (CIA. ESPAÑOLA PETROLEOS), S.A.",AZUFRE 80% [DP] P/P
18336,CEPSUL MOJABLE,"CEPSA (CIA. ESPAÑOLA PETROLEOS), S.A.",AZUFRE 80% [WP] P/P
18352,POLYRAM DF,BASF ESPAÑOLA S.L.U.,METIRAM 70% [WG] P/P
18362,BRITEX I,"CIA. IBERICA BROGDEX, S. A.","IMAZALIL 0,2% [EW] P/V"
18370,AFRIPRON LA,"BIOGROOT, S.A.U",AZUFRE 72% [SC] P/V
18375,AVISO DF,BASF ESPAÑOLA S.L.U.,"CIMOXANILO 4,8% + METIRAM 64% [WG] P/P"
18393,NAYADES 380,CAF KARYON S.L.,OXICLORURO DE COBRE 38% (EXPR. EN CU) [SC] P/V
18406,SANAGRICOLA 500 WG,"IQV AGRO ESPAÑA, S.L.",OXICLORURO DE COBRE 50% (EXPR. EN CU) [WG] P/P
18412,RIOZEB,"FMC Agricultural Solutions, S.A.U.",MANCOZEB 80% [WP] P/P
18420,ESTERON-60,"DOW AGROSCIENCES IBERICA, S.A.","2,4-D ACIDO 60% (2-ETIL-HEXIL ESTER) [EC] P/V"
18422,CEPSUL ESPECIAL,"CEPSA (CIA. ESPAÑOLA PETROLEOS), S.A.","AZUFRE 98,5% [DP] P/P"
18427,TREBON,CERTIS EUROPE B.V. Sucursal en España,"ETOFENPROX 28,75% [EC] P/V"
18451,CEPSUL OXIDANTE,"CEPSA (CIA. ESPAÑOLA PETROLEOS), S.A.",AZUFRE 80% [DP] P/P
18454,DOMINEX-10,BASF ESPAÑOLA S.L.U.,ALFA CIPERMETRIN 10% [EC] P/V
18489,CUPRA,"LAINCO, S.A.",OXICLORURO DE COBRE 52% (EXPR. EN CU) [SC] P/V
18490,QUORUM,"IQV AGRO ESPAÑA, S.L.",OXICLORURO DE COBRE 70% [SC] P/V
18498,KLARTAN 24 AF,"ADAMA AGRICULTURE ESPAÑA, S.A.",TAU-FLUVALINATO 24% [EW] P/V
18502,MONCUT 50 WP,"COMERCIAL QUÍMICA MASSÓ, S.A.",FLUTOLANIL 50% [WP] P/P
18537,CITROCIL,PRODUCTOS CITROSOL S.A.,"IMAZALIL 7,5% (SULFATO) + 2- FENILFENOL 10% [EC] P/V"
18540,ZATEST,"INDUSTRIAL QUIMICA KEY, S.A.",MANCOZEB 80% [WP] P/P
18554,SADITRINA ULV MICRO,"FORMULADORES AGROQUIMICOS EXTREMEÑOS, S.L.","CIPERMETRIN 0,35% [UL] P/V"
18595,DUPLOSAN SUPER,"NUFARM ESPAÑA, S.A.",MCPA 16% (SAL AMINA) + MECOPROP-P 13% (SAL AMINA) + DICLORPROP-P 31% [SL] P/V
18604,SELENE,SBM DÉVELOPPEMENT S.A.S. (Marseille),CIPERMETRIN 10% [EC] P/V
18632,VONDOZEB GD,"UPL IBERIA, S.A.",MANCOZEB 75% [WG] P/P
18640,FOLICUR 25 EW,"BAYER CROPSCIENCE, S.L.",TEBUCONAZOL 25% [EW] P/V
18670,EMINENT,ISAGRO S.P.A.,TETRACONAZOL 10% [EC] P/V
18671,SADITRINA E. SUPER,"FORMULADORES AGROQUIMICOS EXTREMEÑOS, S.L.","CIPERMETRIN 0,5% [DP] P/P"
18672,SADITRINA E,"FORMULADORES AGROQUIMICOS EXTREMEÑOS, S.L.","CIPERMETRIN 0,033% [DP] P/P"
18682,FORAY 48 B,"KENOGARD, S.A.","BACILLUS THURINGIENSIS KURSTAKI (CEPA ABTS-351) 13,9% (10.600 CLU/MG) [SC] P/V"
18693,HERPAN-40,"NUFARM ESPAÑA, S.A.",MCPA 40% (SAL AMINA) [SL] P/V
18720,CIPERT 10 LE,ARYSTA LIFESCIENCE BENELUX Sprl.,CIPERMETRIN 10% [EC] P/V
18735,BIOPOWER,"BAYER CROPSCIENCE, S.L.","ALQUILETERSULFATO-SODICO 27,65% [SL] P/V"
18742,PYRINEX 5 G,"ADAMA AGRICULTURE ESPAÑA, S.A.",CLORPIRIFOS 5% [GR] P/P
18748,CEKUMETRIN 10 EC,SBM DÉVELOPPEMENT S.A.S. (Marseille),CIPERMETRIN 10% [EC] P/V
18760,DICARZOL,GOWAN CROP PROTECTION LTD.,FORMETANATO 50% [SP] P/P
18766,LEXOR-25,"SYNGENTA ESPAÑA, S.A.",DIFENOCONAZOL 25% [EC] P/V
18767,SCORE 25 EC,"SYNGENTA ESPAÑA, S.A.",DIFENOCONAZOL 25% [EC] P/V
18778,DASKOR,ARYSTA LIFESCIENCE BENELUX Sprl.,CIPERMETRIN 2% + METIL CLORPIRIFOS 20% [EC] P/V
18795,FESIL WG,"BAYER CROPSCIENCE, S.L.",FOSETIL-AL 80% [WG] P/P
18840,ALCOCOBRE-50,IQV ITALIA S.R.L.,OXICLORURO DE COBRE 50% (EXPR. EN CU) [WP] P/P
18851,SURFACTANTE DP,"DU PONT IBERICA, S.L.","MOJANTE NO IONICO 31,5% [SL] P/V"
18859,LINOXONE-N,"NUFARM ESPAÑA, S.A.",MCPA 40% (SAL POTÁSICA) [SL] P/V
18874,ROKENYL 50,"DOW AGROSCIENCES IBERICA, S.A.",ISOXABEN 50% [SC] P/V
18877,SELECT,"ARYSTA LIFESCIENCE, S.A.S.",CLETODIM 24% [EC] P/V
18885,QUICKPHOS-T,"UPL IBERIA, S.A.",FOSFURO DE ALUMINIO 56% (3 G/TABLETA) [GE] P/P
18915,FRUITGARD 80 AL,"BAYER CROPSCIENCE, S.L.",FOSETIL-AL 80% [WG] P/P
18919,OSSIRAME 38 SC,MANICA COBRE S.L.,OXICLORURO DE COBRE 38% (EXPR. EN CU) [SC] P/V
18926,CLEMENTGROS PLUS,"NUFARM ESPAÑA, S.A.","DICLORPROP-P 2,5% (ESTER 2-ETILHEXIL) [EC] P/V"
18939,FOCUS ULTRA,BASF ESPAÑOLA S.L.U.,CICLOXIDIM 10% [EC] P/V
18978,CUPERTINE M,"IQV AGRO ESPAÑA, S.L.",MANCOZEB 8% + SULFATO CUPROCALCICO 20% (EXPR. EN CU) [WP] P/P
18984,MIKAL-PLUS,"BAYER CROPSCIENCE, S.L.",CIMOXANILO 4% + FOLPET 25% + FOSETIL-AL 50% [WG] P/P
18992,KUMULUS DF,BASF ESPAÑOLA S.L.U.,AZUFRE 80% [WG] P/P
18998,RIMI 101,"ADAMA AGRICULTURE ESPAÑA, S.A.",CLORPIRIFOS 1% [RB] P/P
19005,CALDO BORDELES IQV,"INDUSTRIAS QUIMICAS DEL VALLES, S.A.",SULFATO CUPROCALCICO 20% [WP] P/P
19029,MANCOTAN 80 PM,ARYSTA LIFESCIENCE BENELUX Sprl.,MANCOZEB 80% [WP] P/P
19032,CEKUTOLURON 50 FLOW,"NUFARM ESPAÑA, S.A.",CLORTOLURON 50% [SC] P/V
19044,CHALLENGE-N,"BAYER CROPSCIENCE, S.L.",ACLONIFEN 60% [SC] P/V
19064,BORDO MICRO,"IQV AGRO ESPAÑA, S.L.",SULFATO CUPROCALCICO 20% (EXPR.EN CU) [WG] P/P
19106,FRUITGARD-70,FOMESA FRUITECH S.L.,IMAZALIL 10% + TIABENDAZOL 14% [SL] P/V
19124,FLORDIMEX,"BAYER CROPSCIENCE, S.L.",Etefon 48% [SL] P/V
19131,CHALLENGE,"BAYER CROPSCIENCE, S.L.",ACLONIFEN 60% [SC] P/V
19140,AGIL,"ADAMA AGRICULTURE ESPAÑA, S.A.",PROPAQUIZAFOP 10% [EC] P/V
19154,MASTER D,NISSAN CHEMICAL EUROPE S.A.S.,QUIZALOFOP-P-ETIL 5% [EC] P/V
19156,SONORA,"ADAMA AGRICULTURE ESPAÑA, S.A.",PROCLORAZ 45% [EC] P/V
19158,FORAY 76B,"KENOGARD, S.A.","BACILLUS THURINGIENSIS KURSTAKI (CEPA ABTS-351) 20,65% (16,7 millones de CLU/g) [SC] P/V"
19159,DELFIN,MITSUI AGRISCIENCE INTERNATIONAL S.A./N.V.,"BACILLUS THURINGIENSIS KURSTAKI 32% (KURSTAKI 30.36, CEPA SA-11; 32 MILL. DE U.I./G) (ESP) [WG] P/P"
19161,CUBELTE,PROBELTE S.A.U.,OXICLORURO DE COBRE 52% (EXPR. EN CU) [SC] P/V
19186,TITUS,"DU PONT IBERICA, S.L.",RIMSULFURON 25% [WG] P/P
19191,"BULLDOCK-2,5 SC","NUFARM ESPAÑA, S.A.","BETACIFLUTRIN 2,5% [SC] P/V"
19207,TOMCATO,PROBELTE S.A.U.,GLIFOSATO 36% (SAL ISOPROPILAMINA) [SL] P/V
19226,GNATROL SC,"KENOGARD, S.A.","BACILLUS THURINGIENSIS ISRAELENSIS 12,3% cepa AM65-52 (1,2 millones de U.l/g) [SC] P/V"
19232,CUPROXI FLO,"ADAMA AGRICULTURE ESPAÑA, S.A.",OXICLORURO DE COBRE 52% (EXPR. EN CU) [SC] P/V
19241,FLASH UM,"SIPCAM INAGRA, S.A.","FENPIROXIMATO 5,12% [SC] P/V"
19254,MAGISTER-10,GOWAN COMÉRCIO INTERNACIONAL E SERVICIOS LTD.,FENAZAQUIN 10% [EC] P/V
19255,MAGISTER FLOW,GOWAN CROP PROTECTION LTD.,FENAZAQUIN 20% [SC] P/V
19257,HF-CALIBRA,"SIPCAM INAGRA, S.A.",MCPA 2% (ESTER TIOETILICO [SL] P/V
19272,CUPRODITHANE,"DOW AGROSCIENCES IBERICA, S.A.",MANCOZEB 8% + SULFATO CUPROCALCICO 20% (EXPR. EN CU) [WP] P/P
19277,LABIJARDIN CARGOL,SHARDA EUROPE BVBA,METALDEHIDO 5% (ADICIONADO DE COLORANTE) [GB] P/P
19285,SANAGRICOLA-M,"INDUSTRIAS QUIMICAS DEL VALLES, S.A.","MANCOZEB 17,5% + OXICLORURO DE COBRE 22% (EXPR. EN CU) [WP] P/P"
19292,CYTHRIN 100 EC,ARYSTA LIFESCIENCE BENELUX Sprl.,CIPERMETRIN 10% [EC] P/V
19304,TANKE,"INDUSTRIAS AFRASA, S.A.",FENMEDIFAM 16% [EC] P/V
19329,CHLORTOSINT LINZ,"NUFARM ESPAÑA, S.A.",CLORTOLURON 50% [SC] P/V
19411,FORUM,BASF ESPAÑOLA S.L.U.,DIMETOMORF 15% [DC] P/V
19414,ELITE-M,ISK BIOSCIENCES EUROPE N.V.,NICOSULFURON 4% [SC] P/V
19418,BUGGY BAX,"SIPCAM INAGRA, S.A.",GLIFOSATO 36% (SAL ISOPROPILAMINA) [SL] P/V
19424,CHLORTOSINT,"NUFARM ESPAÑA, S.A.",CLORTOLURON 50% [SC] P/V
19425,"CUPROXAT 34,5","NUFARM ESPAÑA, S.A.",SULFATO TRIBASICO DE COBRE 19% (EXPR. EN CU) [SC] P/V
19430,TUREX,MITSUI AGRISCIENCE INTERNATIONAL S.A./N.V.,"BACILLUS THURINGIENSIS AIZAWAI (CEPA GC-91) 50 % (3,05 X 10^13 ESPORAS/KG) (WP) P/P"
19436,DICOPUR DOBLE LINZ,"NUFARM ESPAÑA, S.A.","2,4-D ACIDO 34,5% (SAL AMINA) + MCPA 34,5% (SAL AMINA) [SL] P/V"
19448,TAIFUN 360,"ADAMA AGRICULTURE ESPAÑA, S.A.",GLIFOSATO 36% (SAL ISOPROPILAMINA) [SL] P/V
19454,BOND,DE SANGOSSE S.A.S.,"LATEX SINTETICO 45,45% + MOJANTE NO IONICO 10,1% [EC] P/V"
19497,CODIMUR-M,"EXCLUSIVAS SARABIA, S.A.","MANCOZEB 17,5% + OXICLORURO DE COBRE 22% (EXPR. EN CU) [WP] P/P"
19520,HERBIMUR MCPA,NUFARM UK LIMITED (WYKE-UK),MCPA 40% (SAL POTÁSICA) [SL] P/V
19522,CALDO BORDELES QUIMUR,"IQV AGRO ESPAÑA, S.L.",SULFATO CUPROCALCICO 20% [WP] P/P
19525,COVINEX FORTE MZ,ASCENZA PRODUCTOS PARA AGRICULTURA S.A.U.,MANCOZEB 15% + OXICLORURO DE COBRE 10% (EXPR. EN CU) + SULFATO CUPROCALCICO 10% [WP] P/P
19529,AZUFRE QUIMUR PM,"UPL IBERIA, S.A.",AZUFRE 80% [WG] P/P
19534,FAMOLINS 80%,"JULIO CABRERO Y CIA, S.L.",AZUFRE 80% [DP] P/P
19548,TOPIK 24 EC,"ADAMA AGRICULTURE ESPAÑA, S.A.",CLODINAFOP-PROPARGIL 24% [EC] P/V
19549,ACCRESTO,"ADAMA AGRICULTURE ESPAÑA, S.A.",CLODINAFOP-PROPARGIL 24% [EC] P/V
19553,MANEFOR ZN 75 WG,INDOFIL INDUSTRIES (NETHERLANDS) B.V.,MANCOZEB 75% [WG] P/P
19574,CITROSOL 500,"ADAMA AGRICULTURE ESPAÑA, S.A.",IMAZALIL 50% [EC] P/V
19580,BETOSIP SE,"BAYER CROPSCIENCE, S.L.",FENMEDIFAM 16% [SE] P/V
19588,COMANCHE PLUS,BASF ESPAÑOLA S.L.U.,TEBUFENPIRAD 20% [WP] P/P
19603,SCALA,BASF ESPAÑOLA S.L.U.,PIRIMETANIL 40% [SC] P/V
19608,"BROMAGRO 22,5 EC","NUFARM ESPAÑA, S.A.","BROMOXINIL 22,5% (ESTER OCTANÓICO) [EC] P/V"
19609,BAZOKA,"INDUSTRIAS AFRASA, S.A.",DESMEDIFAM 8% + FENMEDIFAM 8% [EC] P/V
19613,RIZOLEX 50 WP,"KENOGARD, S.A.",METIL TOLCLOFOS 50% [WP] P/P
19616,POLTIGLIA 20 WP,"MANICA, SPA",SULFATO CUPROCALCICO 20% (EXPR. EN CU) [WP] P/P
19618,RALBI-10,SBM DÉVELOPPEMENT SAS (Ecully),CIPERMETRIN 10% [EC] P/V
19623,MATCH 5 EC,"SYNGENTA ESPAÑA, S.A.",LUFENURON 5% [EC] P/V
19624,MATCH,"SYNGENTA ESPAÑA, S.A.",LUFENURON 5% [EC] P/V
19631,AGROBORDELES AZUL,"INDUSTRIAS QUIMICAS DEL VALLES, S.A.",SULFATO CUPROCALCICO 20% [WP] P/P
19636,QUIMUREL 40,"EXCLUSIVAS SARABIA, S.A.",CLORMEQUAT 40% [SL] P/V
19658,ZARPA,BASF ESPAÑOLA S.L.U.,DIFLUFENICAN 4% + GLIFOSATO 16% (SAL ISOPROPILAMINA) [SC] P/V
19660,AZATIN,"SIPCAM INAGRA, S.A.","Azadiractin 2,6% (COMO AZADIRACTIN A) [EC] P/V"
19675,JUVINAL 10 EC,"KENOGARD, S.A.",PIRIPROXIFEN 10% [EC] P/V
19684,MAXIM,ARYSTA LIFESCIENCE BENELUX Sprl.,TRICLOPIR 10% (1 G/TABLETA) [TB] P/P
19692,XENTARI GD,"KENOGARD, S.A.","BACILLUS THURINGIENSIS AIZAWAI (CEPA ABTS-1857, 540 g/kg) 54% (15 millones de CLU/g) [WG] P/P"
19709,FUNGURAN-OH 50 PM,SPIESS-URANIA CHEMICALS GMBH,HIDROXIDO CUPRICO 50% (EXPR. EN CU) [WP] P/P
19729,MANZIVEX,ASCENZA PRODUCTOS PARA AGRICULTURA S.A.U.,MANCOZEB 80% [WP] P/P
19732,AGROMOJANTE,LIFE SCIENTIFIC SPAIN S.L.U.,ALQUIL POLIGLICOL 20% (ETER) [SL] P/V
19741,DELAN-WG,BASF ESPAÑOLA S.L.U.,Ditianona 70% [WG] P/P
19745,ARMETIL 50,"IQV AGRO ESPAÑA, S.L.",FOLPET 40% + METALAXIL 10% [WP] P/P
19764,ATOMINAL 10 EC,SUMITOMO CHEMICAL AGRO EUROPE S.A.S.,PIRIPROXIFEN 10% [EC] P/V
19766,HARPO-Z,"BAYER CROPSCIENCE, S.L.","CLORTOLURON 40% + DIFLUFENICAN 2,5% [SC] P/V"
19797,OCTAGON,BASF ESPAÑOLA S.L.U.,PROCLORAZ 45% [EW] P/V
19811,QUANT LB,BASF ESPAÑOLA S.L.U.,"E/Z-7,9-DODECADIENIL ACETATO 8,5% [VP] P/P"
19812,U-46 D ESTER ISO,"NUFARM ESPAÑA, S.A.","2,4-D ACIDO 60% (2-ETIL-HEXIL ESTER) [EC] P/V"
19827,ARMETIL M,"IQV AGRO ESPAÑA, S.L.",MANCOZEB 64% + METALAXIL 8% [WP] P/P
19840,AGROCER,NUFARM UK LIMITED (WYKE-UK),MCPA 40% (SAL POTÁSICA) [SL] P/V
19848,CORDALENE,"AGRICHEM, S.A.","BACILLUS THURINGIENSIS KURSTAKI (EG 2348) 18,3% (24x106 U.I./G) [SC] P/V"
19856,BACTUR 2X,"KENOGARD, S.A.","BACILLUS THURINGIENSIS KURSTAKI (CEPA ABTS-351, 640 g/kg) 64 % (32 millones de CLU/g) [WP] P/P"
19884,INSECTICIDA VAC,"AGESA IBERICA, S.L.","PIRETRINAS 0,12% [AE] P/P"
19898,ARMETIL COBRE,"IQV AGRO ESPAÑA, S.L.",METALAXIL 8% + OXICLORURO DE COBRE 40% (EXPR. EN CU) [WP] P/P
